Zipcode,Year,MedPrice,MedPrice_IA,PercentChngPrice,PercentChngPriceIA,Source
94588,2017,"938,692","974,974",2.33,0.94,Zillow
94588,2018,"1,036,533","1,036,533",2.68,1.07,Zillow
94589,1997,"120,000","213,629",0,0,Zillow
94589,1998,"123,717","213,458",0.03,0,Zillow
94589,1999,"135,458","224,233",0.13,0.05,Zillow
94589,2000,"166,333","263,577",0.39,0.23,Zillow
94589,2001,"205,525","309,046",0.71,0.45,Zillow
94589,2002,"241,342","357,074",1.01,0.67,Zillow
94589,2003,"283,533","412,236",1.36,0.93,Zillow
94589,2004,"342,092","491,370",1.85,1.3,Zillow
94589,2005,"418,842","590,037",2.49,1.76,Zillow
94589,2006,"444,358","606,533",2.7,1.84,Zillow
94589,2007,"401,200","530,384",2.34,1.48,Zillow
94589,2008,"278,583","357,045",1.32,0.67,Zillow
94589,2009,"167,825","213,558",0.4,0,Zillow
94589,2010,"149,700","187,899",0.25,-0.12,Zillow
94589,2011,"145,525","178,041",0.21,-0.17,Zillow
94589,2012,"141,208","168,219",0.18,-0.21,Zillow
94589,2013,"175,142","204,130",0.46,-0.04,Zillow
94589,2014,"223,192","252,922",0.86,0.18,Zillow
94589,2015,"258,775","285,775",1.16,0.34,Zillow
94589,2016,"300,017","321,651",1.5,0.51,Zillow
94589,2017,"339,175","352,285",1.83,0.65,Zillow
94589,2018,"378,117","378,117",2.15,0.77,Zillow
94590,1997,"98,517","175,383",0,0,Zillow
94590,1998,"104,092","179,598",0.06,0.02,Zillow
94590,1999,"120,442","199,375",0.22,0.14,Zillow
94590,2000,"150,158","237,946",0.52,0.36,Zillow
94590,2001,"190,858","286,992",0.94,0.64,Zillow
94590,2002,"225,425","333,524",1.29,0.9,Zillow
94590,2003,"271,133","394,207",1.75,1.25,Zillow
94590,2004,"319,342","458,693",2.24,1.62,Zillow
94590,2005,"390,967","550,768",2.97,2.14,Zillow
94590,2006,"408,767","557,952",3.15,2.18,Zillow
94590,2007,"368,250","486,824",2.74,1.78,Zillow
94590,2008,"268,333","343,908",1.72,0.96,Zillow
94590,2009,"156,508","199,158",0.59,0.14,Zillow
94590,2010,"134,525","168,851",0.37,-0.04,Zillow
94590,2011,"123,433","151,013",0.25,-0.14,Zillow
94590,2012,"119,225","142,031",0.21,-0.19,Zillow
94590,2013,"150,417","175,312",0.53,0,Zillow
94590,2014,"193,942","219,776",0.97,0.25,Zillow
94590,2015,"235,358","259,915",1.39,0.48,Zillow
94590,2016,"275,075","294,911",1.79,0.68,Zillow
94590,2017,"320,392","332,776",2.25,0.9,Zillow
94590,2018,"365,800","365,800",2.71,1.09,Zillow
94591,1997,"158,792","282,687",0,0,Zillow
94591,1998,"168,992","291,575",0.06,0.03,Zillow
94591,1999,"184,908","306,091",0.16,0.08,Zillow
94591,2000,"226,133","358,338",0.42,0.27,Zillow
94591,2001,"278,175","418,289",0.75,0.48,Zillow
94591,2002,"306,408","453,342",0.93,0.6,Zillow
94591,2003,"353,942","514,604",1.23,0.82,Zillow
94591,2004,"419,267","602,222",1.64,1.13,Zillow
94591,2005,"506,517","713,548",2.19,1.52,Zillow
94591,2006,"529,800","723,158",2.34,1.56,Zillow
94591,2007,"483,308","638,930",2.04,1.26,Zillow
94591,2008,"348,233","446,312",1.19,0.58,Zillow
94591,2009,"258,158","328,508",0.63,0.16,Zillow
94591,2010,"234,242","294,012",0.48,0.04,Zillow
94591,2011,"214,475","262,397",0.35,-0.07,Zillow
94591,2012,"209,858","250,001",0.32,-0.12,Zillow
94591,2013,"267,158","311,376",0.68,0.1,Zillow
94591,2014,"324,308","367,508",1.04,0.3,Zillow
94591,2015,"359,375","396,871",1.26,0.4,Zillow
94591,2016,"401,175","430,104",1.53,0.52,Zillow
94591,2017,"435,867","452,714",1.74,0.6,Zillow
94591,2018,"466,358","466,358",1.94,0.65,Zillow
94596,1997,"283,167","504,105",0,0,Zillow
94596,1998,"318,467","549,476",0.12,0.09,Zillow
94596,1999,"358,050","592,704",0.26,0.18,Zillow
94596,2000,"442,000","700,407",0.56,0.39,Zillow
94596,2001,"526,142","791,153",0.86,0.57,Zillow
94596,2002,"577,392","854,272",1.04,0.69,Zillow
94596,2003,"655,542","953,107",1.32,0.89,Zillow
94596,2004,"726,275","1,043,200",1.56,1.07,Zillow
94596,2005,"875,692","1,233,617",2.09,1.45,Zillow
94596,2006,"868,458","1,185,414",2.07,1.35,Zillow
94596,2007,"784,833","1,037,544",1.77,1.06,Zillow
94596,2008,"687,308","880,885",1.43,0.75,Zillow
94596,2009,"649,267","826,196",1.29,0.64,Zillow
94596,2010,"667,842","838,253",1.36,0.66,Zillow
94596,2011,"626,542","766,535",1.21,0.52,Zillow
94596,2012,"619,550","738,059",1.19,0.46,Zillow
94596,2013,"751,933","876,388",1.66,0.74,Zillow
94596,2014,"822,308","931,843",1.9,0.85,Zillow
94596,2015,"859,158","948,800",2.03,0.88,Zillow
94596,2016,"923,758","990,372",2.26,0.96,Zillow
94596,2017,"982,967","1,020,961",2.47,1.03,Zillow
94596,2018,"1,017,683","1,017,683",2.59,1.02,Zillow
94597,1997,"210,242","374,281",0,0,Zillow
94597,1998,"247,508","427,046",0.18,0.14,Zillow
94597,1999,"301,033","498,320",0.43,0.33,Zillow
94597,2000,"348,742","552,627",0.66,0.48,Zillow
94597,2001,"396,308","595,924",0.89,0.59,Zillow
94597,2002,"435,317","644,067",1.07,0.72,Zillow
94597,2003,"498,817","725,241",1.37,0.94,Zillow
94597,2004,"563,542","809,455",1.68,1.16,Zillow
94597,2005,"652,775","919,587",2.1,1.46,Zillow
94597,2006,"680,983","929,518",2.24,1.48,Zillow
94597,2007,"657,358","869,023",2.13,1.32,Zillow
94597,2008,"553,092","708,867",1.63,0.89,Zillow
94597,2009,"498,400","634,217",1.37,0.69,Zillow
94597,2010,"509,925","640,041",1.43,0.71,Zillow
94597,2011,"459,567","562,251",1.19,0.5,Zillow
94597,2012,"459,225","547,067",1.18,0.46,Zillow
94597,2013,"583,425","679,989",1.78,0.82,Zillow
94597,2014,"677,758","768,039",2.22,1.05,Zillow
94597,2015,"722,167","797,515",2.43,1.13,Zillow
94597,2016,"739,017","792,308",2.52,1.12,Zillow
94597,2017,"789,733","820,259",2.76,1.19,Zillow
94597,2018,"843,283","843,283",3.01,1.25,Zillow
94598,1997,"246,533","438,889",0,0,Zillow
94598,1998,"279,642","482,488",0.13,0.1,Zillow
94598,1999,"352,367","583,296",0.43,0.33,Zillow
94598,2000,"435,658","690,358",0.77,0.57,Zillow
94598,2001,"512,075","770,001",1.08,0.75,Zillow
94598,2002,"557,100","824,250",1.26,0.88,Zillow
94598,2003,"627,392","912,179",1.54,1.08,Zillow
94598,2004,"702,633","1,009,242",1.85,1.3,Zillow
94598,2005,"784,717","1,105,458",2.18,1.52,Zillow
94598,2006,"801,083","1,093,450",2.25,1.49,Zillow
94598,2007,"786,417","1,039,637",2.19,1.37,Zillow
94598,2008,"683,783","876,367",1.77,1,Zillow
94598,2009,"650,533","827,808",1.64,0.89,Zillow
94598,2010,"639,367","802,512",1.59,0.83,Zillow
94598,2011,"573,683","701,866",1.33,0.6,Zillow
94598,2012,"636,183","757,874",1.58,0.73,Zillow
94598,2013,"726,633","846,900",1.95,0.93,Zillow
94598,2014,"815,942","924,629",2.31,1.11,Zillow
94598,2015,"880,467","972,331",2.57,1.22,Zillow
94598,2016,"929,833","996,885",2.77,1.27,Zillow
94598,2017,"980,525","1,018,425",2.98,1.32,Zillow
94598,2018,"1,027,900","1,027,900",3.17,1.34,Zillow
94599,1997,"207,950","370,201",0,0,Zillow
94599,1998,"234,008","403,753",0.13,0.09,Zillow
94599,1999,"285,683","472,910",0.37,0.28,Zillow
94599,2000,"362,083","573,768",0.74,0.55,Zillow
94599,2001,"423,975","637,526",1.04,0.72,Zillow
94599,2002,"476,383","704,826",1.29,0.9,Zillow
94599,2003,"548,050","796,823",1.64,1.15,Zillow
94599,2004,"629,550","904,267",2.03,1.44,Zillow
94599,2005,"736,342","1,037,310",2.54,1.8,Zillow
94599,2006,"717,900","979,908",2.45,1.65,Zillow
94599,2007,"666,008","880,458",2.2,1.38,Zillow
94599,2008,"629,525","806,828",2.03,1.18,Zillow
94599,2009,"556,183","707,747",1.67,0.91,Zillow
94599,2010,"512,892","643,765",1.47,0.74,Zillow
94599,2011,"483,108","591,053",1.32,0.6,Zillow
94599,2012,"522,825","622,832",1.51,0.68,Zillow
94599,2013,"643,708","750,250",2.1,1.03,Zillow
94599,2014,"713,983","809,089",2.43,1.19,Zillow
94599,2015,"741,633","819,013",2.57,1.21,Zillow
94599,2016,"764,675","819,817",2.68,1.21,Zillow
94599,2017,"844,783","877,436",3.06,1.37,Zillow
94599,2018,"873,817","873,817",3.2,1.36,Zillow
94601,1997,"116,200","206,864",0,0,Zillow
94601,1998,"121,650","209,893",0.05,0.01,Zillow
94601,1999,"132,975","220,122",0.14,0.06,Zillow
94601,2000,"166,875","264,435",0.44,0.28,Zillow
94601,2001,"201,442","302,906",0.73,0.46,Zillow
94601,2002,"247,917","366,802",1.13,0.77,Zillow
94601,2003,"292,892","425,842",1.52,1.06,Zillow
94601,2004,"356,592","512,198",2.07,1.48,Zillow
94601,2005,"435,025","612,835",2.74,1.96,Zillow
94601,2006,"475,233","648,676",3.09,2.14,Zillow
94601,2007,"459,442","607,379",2.95,1.94,Zillow
94601,2008,"360,667","462,247",2.1,1.23,Zillow
94601,2009,"235,817","300,078",1.03,0.45,Zillow
94601,2010,"217,742","273,302",0.87,0.32,Zillow
94601,2011,"202,158","247,328",0.74,0.2,Zillow
94601,2012,"185,467","220,943",0.6,0.07,Zillow
94601,2013,"236,117","275,197",1.03,0.33,Zillow
94601,2014,"297,867","337,544",1.56,0.63,Zillow
94601,2015,"361,492","399,208",2.11,0.93,Zillow
94601,2016,"434,842","466,199",2.74,1.25,Zillow
94601,2017,"500,833","520,192",3.31,1.51,Zillow
94601,2018,"562,333","562,333",3.84,1.72,Zillow
94602,1997,"210,667","375,037",0,0,Zillow
94602,1998,"240,017","414,120",0.14,0.1,Zillow
94602,1999,"276,467","457,653",0.31,0.22,Zillow
94602,2000,"370,258","586,723",0.76,0.56,Zillow
94602,2001,"420,292","631,988",1,0.69,Zillow
94602,2002,"442,575","654,806",1.1,0.75,Zillow
94602,2003,"492,692","716,336",1.34,0.91,Zillow
94602,2004,"574,292","824,896",1.73,1.2,Zillow
94602,2005,"664,850","936,597",2.16,1.5,Zillow
94602,2006,"653,533","892,050",2.1,1.38,Zillow
94602,2007,"625,750","827,237",1.97,1.21,Zillow
94602,2008,"559,383","716,931",1.66,0.91,Zillow
94602,2009,"542,433","690,250",1.57,0.84,Zillow
94602,2010,"560,325","703,301",1.66,0.88,Zillow
94602,2011,"494,933","605,520",1.35,0.61,Zillow
94602,2012,"482,192","574,427",1.29,0.53,Zillow
94602,2013,"598,500","697,559",1.84,0.86,Zillow
94602,2014,"664,242","752,722",2.15,1.01,Zillow
94602,2015,"766,008","845,931",2.64,1.26,Zillow
94602,2016,"813,325","871,975",2.86,1.33,Zillow
94602,2017,"874,000","907,782",3.15,1.42,Zillow
94602,2018,"933,150","933,150",3.43,1.49,Zillow
94603,1997,"103,008","183,380",0,0,Zillow
94603,1998,"111,800","192,898",0.09,0.05,Zillow
94603,1999,"120,667","199,747",0.17,0.09,Zillow
94603,2000,"147,333","233,469",0.43,0.27,Zillow
94603,2001,"179,225","269,499",0.74,0.47,Zillow
94603,2002,"223,200","330,232",1.17,0.8,Zillow
94603,2003,"266,075","386,853",1.58,1.11,Zillow
94603,2004,"315,225","452,780",2.06,1.47,Zillow
94603,2005,"386,208","544,065",2.75,1.97,Zillow
94603,2006,"431,275","588,675",3.19,2.21,Zillow
94603,2007,"428,675","566,705",3.16,2.09,Zillow
94603,2008,"312,258","400,204",2.03,1.18,Zillow
94603,2009,"163,058","207,493",0.58,0.13,Zillow
94603,2010,"137,133","172,125",0.33,-0.06,Zillow
94603,2011,"150,475","184,097",0.46,0,Zillow
94603,2012,"143,967","171,505",0.4,-0.06,Zillow
94603,2013,"180,683","210,589",0.75,0.15,Zillow
94603,2014,"223,950","253,781",1.17,0.38,Zillow
94603,2015,"278,533","307,595",1.7,0.68,Zillow
94603,2016,"324,408","347,802",2.15,0.9,Zillow
94603,2017,"386,142","401,067",2.75,1.19,Zillow
94603,2018,"438,025","438,025",3.25,1.39,Zillow
94605,1997,"142,192","253,135",0,0,Zillow
94605,1998,"154,067","265,824",0.08,0.05,Zillow
94605,1999,"174,167","288,309",0.22,0.14,Zillow
94605,2000,"221,100","350,362",0.55,0.38,Zillow
94605,2001,"263,267","395,871",0.85,0.56,Zillow
94605,2002,"296,358","438,473",1.08,0.73,Zillow
94605,2003,"342,575","498,078",1.41,0.97,Zillow
94605,2004,"408,367","586,566",1.87,1.32,Zillow
94605,2005,"496,767","699,812",2.49,1.76,Zillow
94605,2006,"523,783","714,945",2.68,1.82,Zillow
94605,2007,"502,117","663,795",2.53,1.62,Zillow
94605,2008,"398,158","510,298",1.8,1.02,Zillow
94605,2009,"303,108","385,707",1.13,0.52,Zillow
94605,2010,"288,292","361,854",1.03,0.43,Zillow
94605,2011,"258,192","315,882",0.82,0.25,Zillow
94605,2012,"249,617","297,364",0.76,0.17,Zillow
94605,2013,"330,667","385,396",1.33,0.52,Zillow
94605,2014,"389,433","441,308",1.74,0.74,Zillow
94605,2015,"460,750","508,823",2.24,1.01,Zillow
94605,2016,"520,225","557,739",2.66,1.2,Zillow
94605,2017,"589,575","612,364",3.15,1.42,Zillow
94605,2018,"651,117","651,117",3.58,1.57,Zillow
94606,1997,"121,542","216,373",0,0,Zillow
94606,1998,"125,675","216,837",0.03,0,Zillow
94606,1999,"142,000","235,062",0.17,0.09,Zillow
94606,2000,"180,692","286,330",0.49,0.32,Zillow
94606,2001,"229,800","345,548",0.89,0.6,Zillow
94606,2002,"275,267","407,267",1.26,0.88,Zillow
94606,2003,"317,192","461,172",1.61,1.13,Zillow
94606,2004,"378,958","544,325",2.12,1.52,Zillow
94606,2005,"453,858","639,366",2.73,1.95,Zillow
94606,2006,"492,917","672,814",3.06,2.11,Zillow
94606,2007,"476,050","629,335",2.92,1.91,Zillow
94606,2008,"395,600","507,019",2.25,1.34,Zillow
94606,2009,"293,450","373,417",1.41,0.73,Zillow
94606,2010,"271,650","340,966",1.24,0.58,Zillow
94606,2011,"245,158","299,936",1.02,0.39,Zillow
94606,2012,"244,342","291,080",1.01,0.35,Zillow
94606,2013,"315,842","368,117",1.6,0.7,Zillow
94606,2014,"370,775","420,164",2.05,0.94,Zillow
94606,2015,"442,175","488,310",2.64,1.26,Zillow
94606,2016,"512,992","549,984",3.22,1.54,Zillow
94606,2017,"604,733","628,108",3.98,1.9,Zillow
94606,2018,"681,158","681,158",4.6,2.15,Zillow
94607,1997,"135,783","241,727",0,0,Zillow
94607,1998,"142,567","245,982",0.05,0.02,Zillow
94607,1999,"153,092","253,423",0.13,0.05,Zillow
94607,2000,"180,592","286,171",0.33,0.18,Zillow
94607,2001,"222,550","334,646",0.64,0.38,Zillow
94607,2002,"268,767","397,650",0.98,0.65,Zillow
94607,2003,"311,025","452,206",1.29,0.87,Zillow
94607,2004,"356,083","511,468",1.62,1.12,Zillow
94607,2005,"441,033","621,299",2.25,1.57,Zillow
94607,2006,"463,142","632,172",2.41,1.62,Zillow
94607,2007,"440,767","582,690",2.25,1.41,Zillow
94607,2008,"364,675","467,384",1.69,0.93,Zillow
94607,2009,"303,242","385,877",1.23,0.6,Zillow
94607,2010,"290,408","364,511",1.14,0.51,Zillow
94607,2011,"275,775","337,394",1.03,0.4,Zillow
94607,2012,"271,750","323,731",1,0.34,Zillow
94607,2013,"328,558","382,939",1.42,0.58,Zillow
94607,2014,"385,050","436,340",1.84,0.81,Zillow
94607,2015,"468,675","517,575",2.45,1.14,Zillow
94607,2016,"555,067","595,093",3.09,1.46,Zillow
94607,2017,"631,675","656,091",3.65,1.71,Zillow
94607,2018,"666,967","666,967",3.91,1.76,Zillow
94608,1997,"122,800","218,613",0,0,Zillow
94608,1998,"134,967","232,869",0.1,0.07,Zillow
94608,1999,"151,708","251,133",0.24,0.15,Zillow
94608,2000,"199,133","315,553",0.62,0.44,Zillow
94608,2001,"246,908","371,273",1.01,0.7,Zillow
94608,2002,"283,458","419,387",1.31,0.92,Zillow
94608,2003,"325,392","473,094",1.65,1.16,Zillow
94608,2004,"379,958","545,761",2.09,1.5,Zillow
94608,2005,"458,400","645,764",2.73,1.95,Zillow
94608,2006,"489,517","668,173",2.99,2.06,Zillow
94608,2007,"471,850","623,782",2.84,1.85,Zillow
94608,2008,"383,842","491,949",2.13,1.25,Zillow
94608,2009,"310,542","395,166",1.53,0.81,Zillow
94608,2010,"319,242","400,702",1.6,0.83,Zillow
94608,2011,"299,392","366,287",1.44,0.68,Zillow
94608,2012,"298,083","355,102",1.43,0.62,Zillow
94608,2013,"371,492","432,978",2.03,0.98,Zillow
94608,2014,"443,125","502,151",2.61,1.3,Zillow
94608,2015,"530,792","586,173",3.32,1.68,Zillow
94608,2016,"624,483","669,516",4.09,2.06,Zillow
94608,2017,"677,233","703,410",4.51,2.22,Zillow
94608,2018,"742,983","742,983",5.05,2.4,Zillow
94609,1997,"164,733","293,265",0,0,Zillow
94609,1998,"175,242","302,359",0.06,0.03,Zillow
94609,1999,"216,892","359,035",0.32,0.22,Zillow
94609,2000,"289,867","459,332",0.76,0.57,Zillow
94609,2001,"341,067","512,858",1.07,0.75,Zillow
94609,2002,"381,308","564,160",1.31,0.92,Zillow
94609,2003,"420,392","611,217",1.55,1.08,Zillow
94609,2004,"485,450","697,286",1.95,1.38,Zillow
94609,2005,"587,383","827,467",2.57,1.82,Zillow
94609,2006,"606,850","828,328",2.68,1.82,Zillow
94609,2007,"579,783","766,470",2.52,1.61,Zillow
94609,2008,"510,800","654,664",2.1,1.23,Zillow
94609,2009,"494,075","628,714",2,1.14,Zillow
94609,2010,"488,708","613,411",1.97,1.09,Zillow
94609,2011,"461,733","564,902",1.8,0.93,Zillow
94609,2012,"480,608","572,540",1.92,0.95,Zillow
94609,2013,"574,167","669,198",2.49,1.28,Zillow
94609,2014,"667,542","756,461",3.05,1.58,Zillow
94609,2015,"770,742","851,158",3.68,1.9,Zillow
94609,2016,"846,592","907,641",4.14,2.09,Zillow
94609,2017,"941,467","977,857",4.72,2.33,Zillow
94609,2018,"1,029,758","1,029,758",5.25,2.51,Zillow
94610,1997,"260,033","462,922",0,0,Zillow
94610,1998,"292,617","504,875",0.13,0.09,Zillow
94610,1999,"334,333","553,444",0.29,0.2,Zillow
94610,2000,"461,500","731,307",0.77,0.58,Zillow
94610,2001,"525,950","790,865",1.02,0.71,Zillow
94610,2002,"561,583","830,883",1.16,0.79,Zillow
94610,2003,"631,858","918,673",1.43,0.98,Zillow
94610,2004,"709,333","1,018,866",1.73,1.2,Zillow
94610,2005,"811,708","1,143,482",2.12,1.47,Zillow
94610,2006,"776,508","1,059,906",1.99,1.29,Zillow
94610,2007,"774,683","1,024,126",1.98,1.21,Zillow
94610,2008,"709,567","909,413",1.73,0.96,Zillow
94610,2009,"677,992","862,749",1.61,0.86,Zillow
94610,2010,"671,833","843,263",1.58,0.82,Zillow
94610,2011,"632,933","774,355",1.43,0.67,Zillow
94610,2012,"664,533","791,647",1.56,0.71,Zillow
94610,2013,"794,975","926,553",2.06,1,Zillow
94610,2014,"868,350","984,018",2.34,1.13,Zillow
94610,2015,"969,342","1,070,479",2.73,1.31,Zillow
94610,2016,"1,073,042","1,150,420",3.13,1.49,Zillow
94610,2017,"1,214,783","1,261,738",3.67,1.73,Zillow
94610,2018,"1,284,758","1,284,758",3.94,1.78,Zillow
94611,1997,"337,025","599,985",0,0,Zillow
94611,1998,"374,692","646,486",0.11,0.08,Zillow
94611,1999,"415,758","688,232",0.23,0.15,Zillow
94611,2000,"554,758","879,087",0.65,0.47,Zillow
94611,2001,"603,417","907,351",0.79,0.51,Zillow
94611,2002,"645,950","955,706",0.92,0.59,Zillow
94611,2003,"695,225","1,010,804",1.06,0.68,Zillow
94611,2004,"777,408","1,116,647",1.31,0.86,Zillow
94611,2005,"889,775","1,253,457",1.64,1.09,Zillow
94611,2006,"880,033","1,201,214",1.61,1,Zillow
94611,2007,"848,792","1,122,097",1.52,0.87,Zillow
94611,2008,"773,717","991,630",1.3,0.65,Zillow
94611,2009,"769,250","978,876",1.28,0.63,Zillow
94611,2010,"785,783","986,289",1.33,0.64,Zillow
94611,2011,"723,542","885,209",1.15,0.48,Zillow
94611,2012,"741,217","882,999",1.2,0.47,Zillow
94611,2013,"849,092","989,627",1.52,0.65,Zillow
94611,2014,"882,567","1,000,128",1.62,0.67,Zillow
94611,2015,"1,004,883","1,109,729",1.98,0.85,Zillow
94611,2016,"1,128,408","1,209,780",2.35,1.02,Zillow
94611,2017,"1,239,325","1,287,228",2.68,1.15,Zillow
94611,2018,"1,280,733","1,280,733",2.8,1.13,Zillow
94612,1997,"133,975","238,508",0,0,Zillow
94612,1998,"143,767","248,052",0.07,0.04,Zillow
94612,1999,"160,742","266,086",0.2,0.12,Zillow
94612,2000,"193,800","307,101",0.45,0.29,Zillow
94612,2001,"234,817","353,091",0.75,0.48,Zillow
94612,2002,"282,983","418,684",1.11,0.76,Zillow
94612,2003,"319,658","464,759",1.39,0.95,Zillow
94612,2004,"374,917","538,519",1.8,1.26,Zillow
94612,2005,"480,925","677,496",2.59,1.84,Zillow
94612,2006,"468,275","639,179",2.5,1.68,Zillow
94612,2007,"450,358","595,371",2.36,1.5,Zillow
94612,2008,"373,908","479,218",1.79,1.01,Zillow
94612,2009,"317,958","404,604",1.37,0.7,Zillow
94612,2010,"312,758","392,564",1.33,0.65,Zillow
94612,2011,"292,858","358,294",1.19,0.5,Zillow
94612,2012,"282,367","336,379",1.11,0.41,Zillow
94612,2013,"377,217","439,651",1.82,0.84,Zillow
94612,2014,"426,567","483,387",2.18,1.03,Zillow
94612,2015,"505,142","557,846",2.77,1.34,Zillow
94612,2016,"606,467","650,200",3.53,1.73,Zillow
94612,2017,"697,750","724,720",4.21,2.04,Zillow
94612,2018,"697,942","697,942",4.21,1.93,Zillow
94618,1997,"332,600","592,108",0,0,Zillow
94618,1998,"369,475","637,485",0.11,0.08,Zillow
94618,1999,"432,417","715,808",0.3,0.21,Zillow
94618,2000,"576,675","913,817",0.73,0.54,Zillow
94618,2001,"629,167","946,071",0.89,0.6,Zillow
94618,2002,"657,892","973,375",0.98,0.64,Zillow
94618,2003,"717,092","1,042,596",1.16,0.76,Zillow
94618,2004,"807,175","1,159,403",1.43,0.96,Zillow
94618,2005,"915,800","1,290,119",1.75,1.18,Zillow
94618,2006,"901,425","1,230,413",1.71,1.08,Zillow
94618,2007,"854,200","1,129,246",1.57,0.91,Zillow
94618,2008,"813,242","1,042,287",1.45,0.76,Zillow
94618,2009,"820,508","1,044,102",1.47,0.76,Zillow
94618,2010,"822,917","1,032,898",1.47,0.74,Zillow
94618,2011,"764,492","935,308",1.3,0.58,Zillow
94618,2012,"793,600","945,402",1.39,0.6,Zillow
94618,2013,"931,933","1,086,180",1.8,0.83,Zillow
94618,2014,"988,775","1,120,484",1.97,0.89,Zillow
94618,2015,"1,178,400","1,301,350",2.54,1.2,Zillow
94618,2016,"1,339,367","1,435,951",3.03,1.43,Zillow
94618,2017,"1,451,517","1,507,621",3.36,1.55,Zillow
94618,2018,"1,534,767","1,534,767",3.61,1.59,Zillow
94619,1997,"162,875","289,957",0,0,Zillow
94619,1998,"179,342","309,433",0.1,0.07,Zillow
94619,1999,"200,458","331,832",0.23,0.14,Zillow
94619,2000,"275,175","436,051",0.69,0.5,Zillow
94619,2001,"329,158","494,952",1.02,0.71,Zillow
94619,2002,"361,000","534,113",1.22,0.84,Zillow
94619,2003,"401,242","583,375",1.46,1.01,Zillow
94619,2004,"475,342","682,767",1.92,1.35,Zillow
94619,2005,"569,692","802,544",2.5,1.77,Zillow
94619,2006,"576,800","787,311",2.54,1.72,Zillow
94619,2007,"547,958","724,397",2.36,1.5,Zillow
94619,2008,"468,742","600,760",1.88,1.07,Zillow
94619,2009,"414,642","527,634",1.55,0.82,Zillow
94619,2010,"385,525","483,898",1.37,0.67,Zillow
94619,2011,"366,167","447,982",1.25,0.54,Zillow
94619,2012,"360,300","429,219",1.21,0.48,Zillow
94619,2013,"444,408","517,963",1.73,0.79,Zillow
94619,2014,"505,608","572,958",2.1,0.98,Zillow
94619,2015,"581,667","642,356",2.57,1.22,Zillow
94619,2016,"675,267","723,961",3.15,1.5,Zillow
94619,2017,"730,942","759,194",3.49,1.62,Zillow
94619,2018,"756,033","756,033",3.64,1.61,Zillow
94702,1997,"176,892","314,910",0,0,Zillow
94702,1998,"204,183","352,294",0.15,0.12,Zillow
94702,1999,"245,642","406,627",0.39,0.29,Zillow
94702,2000,"318,683","504,995",0.8,0.6,Zillow
94702,2001,"362,492","545,075",1.05,0.73,Zillow
94702,2002,"382,067","565,281",1.16,0.8,Zillow
94702,2003,"422,225","613,883",1.39,0.95,Zillow
94702,2004,"511,333","734,464",1.89,1.33,Zillow
94702,2005,"602,883","849,303",2.41,1.7,Zillow
94702,2006,"609,033","831,309",2.44,1.64,Zillow
94702,2007,"585,925","774,589",2.31,1.46,Zillow
94702,2008,"528,358","677,168",1.99,1.15,Zillow
94702,2009,"504,508","641,990",1.85,1.04,Zillow
94702,2010,"522,883","656,306",1.96,1.08,Zillow
94702,2011,"478,858","585,854",1.71,0.86,Zillow
94702,2012,"491,542","585,565",1.78,0.86,Zillow
94702,2013,"613,342","714,857",2.47,1.27,Zillow
94702,2014,"664,292","752,778",2.76,1.39,Zillow
94702,2015,"769,550","849,842",3.35,1.7,Zillow
94702,2016,"855,625","917,326",3.84,1.91,Zillow
94702,2017,"917,133","952,583",4.18,2.02,Zillow
94702,2018,"981,617","981,617",4.55,2.12,Zillow
94703,1997,"203,108","361,582",0,0,Zillow
94703,1998,"236,708","408,412",0.17,0.13,Zillow
94703,1999,"279,092","461,999",0.37,0.28,Zillow
94703,2000,"346,458","549,009",0.71,0.52,Zillow
94703,2001,"404,067","607,591",0.99,0.68,Zillow
94703,2002,"437,225","646,890",1.15,0.79,Zillow
94703,2003,"473,533","688,481",1.33,0.9,Zillow
94703,2004,"553,942","795,666",1.73,1.2,Zillow
94703,2005,"658,825","928,110",2.24,1.57,Zillow
94703,2006,"653,317","891,754",2.22,1.47,Zillow
94703,2007,"622,075","822,379",2.06,1.27,Zillow
94703,2008,"562,942","721,491",1.77,1,Zillow
94703,2009,"563,775","717,407",1.78,0.98,Zillow
94703,2010,"589,058","739,367",1.9,1.04,Zillow
94703,2011,"544,392","666,030",1.68,0.84,Zillow
94703,2012,"553,333","659,177",1.72,0.82,Zillow
94703,2013,"678,708","791,043",2.34,1.19,Zillow
94703,2014,"740,025","838,600",2.64,1.32,Zillow
94703,2015,"823,250","909,145",3.05,1.51,Zillow
94703,2016,"919,075","985,351",3.53,1.73,Zillow
94703,2017,"1,026,300","1,065,969",4.05,1.95,Zillow
94703,2018,"1,114,542","1,114,542",4.49,2.08,Zillow
94704,1997,"221,700","394,679",0,0,Zillow
94704,1998,"254,625","439,325",0.15,0.11,Zillow
94704,1999,"313,583","519,095",0.41,0.32,Zillow
94704,2000,"397,083","629,231",0.79,0.59,Zillow
94704,2001,"456,183","685,958",1.06,0.74,Zillow
94704,2002,"487,200","720,830",1.2,0.83,Zillow
94704,2003,"528,583","768,520",1.38,0.95,Zillow
94704,2004,"602,375","865,234",1.72,1.19,Zillow
94704,2005,"702,350","989,425",2.17,1.51,Zillow
94704,2006,"713,483","973,879",2.22,1.47,Zillow
94704,2007,"647,342","855,781",1.92,1.17,Zillow
